Scalability Evaluation - Context sweep capability with 20 context set
Experiment executed on Wed Jan 21 16:00:32 BRST 2015
"Executing model 4 with 8000 nodes... Partial sweep: 64.73891415143285%"
"Executing model 5 with 8000 nodes... Full sweep: 100.0%"
"Executing model 6 with 8000 nodes... Partial sweep: 3.0701620532853178%"
"Executing model 7 with 8000 nodes... Partial sweep: 91.64708395641958%"
"Executing model 8 with 8000 nodes... Full sweep: 100.0%"
"Executing model 9 with 8000 nodes... Full sweep: 100.0%"
 8000 15 20665.0 63.066499832148196
"Executing model 0 with 8100 nodes... Partial sweep: 80.85879085665457%"
"Executing model 1 with 8100 nodes... Partial sweep: 6.405835139011811%"
"Executing model 2 with 8100 nodes... Partial sweep: 62.33710745567187%"
"Executing model 3 with 8100 nodes... Partial sweep: 57.80205694753868%"
"Executing model 4 with 8100 nodes... Full sweep: 100.0%"
"Executing model 5 with 8100 nodes... Partial sweep: 4.055909909360027%"
"Executing model 6 with 8100 nodes... Partial sweep: 92.13538010803552%"
"Executing model 7 with 8100 nodes... Partial sweep: 5.362102114932707%"
"Executing model 8 with 8100 nodes... Full sweep: 100.0%"
"Executing model 9 with 8100 nodes... Full sweep: 100.0%"
 8100 15 19953.0 60.8935819574572
"Executing model 0 with 8200 nodes... Partial sweep: 16.599017303994874%"
"Executing model 1 with 8200 nodes... Partial sweep: 13.400677510910366%"
"Executing model 2 with 8200 nodes... Partial sweep: 15.668202764976957%"
"Executing model 3 with 8200 nodes... Partial sweep: 4.821924497207557%"
"Executing model 4 with 8200 nodes... Full sweep: 100.0%"
"Executing model 5 with 8200 nodes... Partial sweep: 61.323892941068756%"
"Executing model 6 with 8200 nodes... Full sweep: 100.0%"
"Executing model 7 with 8200 nodes... Partial sweep: 65.43168431653798%"
"Executing model 8 with 8200 nodes... Partial sweep: 54.63423566393018%"
"Executing model 9 with 8200 nodes... Full sweep: 100.0%"
 8200 15 17428.0 53.1876583147679
"Executing model 0 with 8300 nodes... Partial sweep: 20.508438367870113%"
"Executing model 1 with 8300 nodes... Partial sweep: 53.065584276863916%"
"Executing model 2 with 8300 nodes... Partial sweep: 8.273567918942838%"
"Executing model 3 with 8300 nodes... Partial sweep: 63.23129978331858%"
"Executing model 4 with 8300 nodes... Partial sweep: 45.24674214911344%"
"Executing model 5 with 8300 nodes... Partial sweep: 6.823938718832973%"
"Executing model 6 with 8300 nodes... Partial sweep: 8.27967162083804%"
"Executing model 7 with 8300 nodes... Partial sweep: 23.062837611011076%"
"Executing model 8 with 8300 nodes... Partial sweep: 4.419080172124393%"
"Executing model 9 with 8300 nodes... Partial sweep: 85.32975249488814%"
 8300 15 10427.0 31.821649830622274
"Executing model 0 with 8400 nodes... Partial sweep: 60.25269325846126%"
"Executing model 1 with 8400 nodes... Partial sweep: 80.72145756401258%"
"Executing model 2 with 8400 nodes... Partial sweep: 77.2667622913297%"
"Executing model 3 with 8400 nodes... Full sweep: 100.0%"
"Executing model 4 with 8400 nodes... Partial sweep: 53.67595446638386%"
"Executing model 5 with 8400 nodes... Full sweep: 100.0%"
"Executing model 6 with 8400 nodes... Partial sweep: 91.50364696188238%"
"Executing model 7 with 8400 nodes... Partial sweep: 7.736442152165288%"
"Executing model 8 with 8400 nodes... Partial sweep: 73.14676351207007%"
"Executing model 9 with 8400 nodes... Full sweep: 100.0%"
 8400 15 24388.0 74.42854091006195
"Executing model 0 with 8500 nodes... Full sweep: 100.0%"
"Executing model 1 with 8500 nodes... Partial sweep: 24.982451857051302%"
"Executing model 2 with 8500 nodes... Partial sweep: 27.289651173436692%"
"Executing model 3 with 8500 nodes... Partial sweep: 3.3082064271980958%"
"Executing model 4 with 8500 nodes... Partial sweep: 52.79091769157994%"
"Executing model 5 with 8500 nodes... Full sweep: 100.0%"
"Executing model 6 with 8500 nodes... Partial sweep: 6.491286965544603%"
"Executing model 7 with 8500 nodes... Partial sweep: 87.47825556199835%"
"Executing model 8 with 8500 nodes... Partial sweep: 4.263435773796808%"
"Executing model 9 with 8500 nodes... Partial sweep: 66.60359508041628%"
 8500 15 15505.0 47.318948942533645
"Executing model 0 with 8600 nodes... Partial sweep: 50.53254799035615%"
"Executing model 1 with 8600 nodes... Partial sweep: 6.244087038789026%"
"Executing model 2 with 8600 nodes... Partial sweep: 15.619373149815363%"
"Executing model 3 with 8600 nodes... Full sweep: 100.0%"
"Executing model 4 with 8600 nodes... Partial sweep: 57.03909421063875%"
"Executing model 5 with 8600 nodes... Full sweep: 100.0%"
"Executing model 6 with 8600 nodes... Partial sweep: 83.48948637348552%"
"Executing model 7 with 8600 nodes... Partial sweep: 4.187139500106815%"
"Executing model 8 with 8600 nodes... Full sweep: 100.0%"
"Executing model 9 with 8600 nodes... Full sweep: 100.0%"
 8600 15 20220.0 61.708426160466324
"Executing model 0 with 8700 nodes... Partial sweep: 4.489272743919187%"
"Executing model 1 with 8700 nodes... Full sweep: 100.0%"
"Executing model 2 with 8700 nodes... Partial sweep: 64.54359569078646%"
"Executing model 3 with 8700 nodes... Partial sweep: 68.5964537491989%"
"Executing model 4 with 8700 nodes... Partial sweep: 52.766502883999145%"
"Executing model 5 with 8700 nodes... Full sweep: 100.0%"
"Executing model 6 with 8700 nodes... Partial sweep: 13.834040345469528%"
"Executing model 7 with 8700 nodes... Partial sweep: 84.32264168218025%"
"Executing model 8 with 8700 nodes... Partial sweep: 4.733420819727165%"
"Executing model 9 with 8700 nodes... Partial sweep: 8.822901089510788%"
 8700 15 16452.0 50.20905178991059
"Executing model 0 with 8800 nodes... Partial sweep: 6.677449873348186%"
"Executing model 1 with 8800 nodes... Partial sweep: 63.0268257698294%"
"Executing model 2 with 8800 nodes... Partial sweep: 3.836176641132847%"
"Executing model 3 with 8800 nodes... Partial sweep: 61.56193731498154%"
"Executing model 4 with 8800 nodes... Partial sweep: 87.64915921506393%"
"Executing model 5 with 8800 nodes... Partial sweep: 3.4821619312112797%"
"Executing model 6 with 8800 nodes... Full sweep: 100.0%"
"Executing model 7 with 8800 nodes... Partial sweep: 78.240302743614%"
"Executing model 8 with 8800 nodes... Partial sweep: 8.966338084047976%"
"Executing model 9 with 8800 nodes... Partial sweep: 17.572557756279185%"
 8800 15 14123.0 43.10129093295084
"Executing model 0 with 8900 nodes... Partial sweep: 89.17203283791619%"
"Executing model 1 with 8900 nodes... Partial sweep: 77.44071779534288%"
"Executing model 2 with 8900 nodes... Full sweep: 100.0%"
"Executing model 3 with 8900 nodes... Partial sweep: 3.5096285897396773%"
"Executing model 4 with 8900 nodes... Partial sweep: 23.70983001190222%"
"Executing model 5 with 8900 nodes... Partial sweep: 60.930204168828396%"
"Executing model 6 with 8900 nodes... Partial sweep: 68.68495742667929%"
"Executing model 7 with 8900 nodes... Full sweep: 100.0%"
"Executing model 8 with 8900 nodes... Full sweep: 100.0%"
"Executing model 9 with 8900 nodes... Partial sweep: 5.072176274910733%"
 8900 15 20594.0 62.84981841486862
"Executing model 0 with 9000 nodes... Partial sweep: 20.00183111056856%"
"Executing model 1 with 9000 nodes... Full sweep: 100.0%"
"Executing model 2 with 9000 nodes... Full sweep: 100.0%"
"Executing model 3 with 9000 nodes... Full sweep: 100.0%"
"Executing model 4 with 9000 nodes... Partial sweep: 5.6337168492690815%"
"Executing model 5 with 9000 nodes... Partial sweep: 61.58635212256234%"
"Executing model 6 with 9000 nodes... Partial sweep: 76.74794763023773%"
"Executing model 7 with 9000 nodes... Partial sweep: 13.415936765648365%"
"Executing model 8 with 9000 nodes... Partial sweep: 99.16989654225287%"
"Executing model 9 with 9000 nodes... Partial sweep: 5.413983581041902%"
 9000 15 19069.0 58.19574571977905
"Executing model 0 with 9100 nodes... Partial sweep: 17.715994750816368%"
"Executing model 1 with 9100 nodes... Full sweep: 100.0%"
"Executing model 2 with 9100 nodes... Partial sweep: 86.901455732902%"
"Executing model 3 with 9100 nodes... Partial sweep: 68.5628833887753%"
"Executing model 4 with 9100 nodes... Full sweep: 100.0%"
"Executing model 5 with 9100 nodes... Partial sweep: 3.988769188512833%"
"Executing model 6 with 9100 nodes... Partial sweep: 62.21808526871547%"
"Executing model 7 with 9100 nodes... Partial sweep: 91.81188390758996%"
"Executing model 8 with 9100 nodes... Partial sweep: 71.04403820917386%"
"Executing model 9 with 9100 nodes... Partial sweep: 2.972502822962127%"
 9100 15 19831.0 60.52125614185003
"Executing model 0 with 9200 nodes... Partial sweep: 15.997802667317728%"
"Executing model 1 with 9200 nodes... Partial sweep: 3.4821619312112797%"
"Executing model 2 with 9200 nodes... Partial sweep: 15.732291634876553%"
"Executing model 3 with 9200 nodes... Partial sweep: 5.349894711142308%"
"Executing model 4 with 9200 nodes... Full sweep: 100.0%"
"Executing model 5 with 9200 nodes... Full sweep: 100.0%"
"Executing model 6 with 9200 nodes... Partial sweep: 3.58897671437727%"
"Executing model 7 with 9200 nodes... Partial sweep: 31.07089449751274%"
"Executing model 8 with 9200 nodes... Full sweep: 100.0%"
"Executing model 9 with 9200 nodes... Full sweep: 100.0%"
 9200 15 15571.0 47.52037110507523
"Executing model 0 with 9300 nodes... Full sweep: 100.0%"
"Executing model 1 with 9300 nodes... Partial sweep: 3.711050752281259%"
"Executing model 2 with 9300 nodes... Partial sweep: 23.8990447706534%"
"Executing model 3 with 9300 nodes... Partial sweep: 80.05310220648823%"
"Executing model 4 with 9300 nodes... Full sweep: 100.0%"
"Executing model 5 with 9300 nodes... Full sweep: 100.0%"
"Executing model 6 with 9300 nodes... Partial sweep: 46.8276009399701%"
"Executing model 7 with 9300 nodes... Partial sweep: 53.883480330820646%"
"Executing model 8 with 9300 nodes... Full sweep: 100.0%"
"Executing model 9 with 9300 nodes... Partial sweep: 19.376201666310617%"
 9300 15 20569.0 62.77352214117863
"Executing model 0 with 9400 nodes... Full sweep: 100.0%"
"Executing model 1 with 9400 nodes... Full sweep: 100.0%"
"Executing model 2 with 9400 nodes... Partial sweep: 5.270546586504715%"
"Executing model 3 with 9400 nodes... Partial sweep: 3.8758507034516434%"
"Executing model 4 with 9400 nodes... Partial sweep: 92.60231330301828%"
"Executing model 5 with 9400 nodes... Partial sweep: 61.58024842066714%"
"Executing model 6 with 9400 nodes... Full sweep: 100.0%"
"Executing model 7 with 9400 nodes... Partial sweep: 3.610339671010468%"
"Executing model 8 with 9400 nodes... Partial sweep: 53.11441389202551%"
"Executing model 9 with 9400 nodes... Partial sweep: 3.503524887844478%"
 9400 15 17155.0 52.35450300607318
"Executing model 0 with 9500 nodes... Partial sweep: 29.441206091494493%"
"Executing model 1 with 9500 nodes... Partial sweep: 77.73064363536484%"
"Executing model 2 with 9500 nodes... Partial sweep: 15.64683980834376%"
"Executing model 3 with 9500 nodes... Partial sweep: 16.235847041230507%"
"Executing model 4 with 9500 nodes... Full sweep: 100.0%"
"Executing model 5 with 9500 nodes... Partial sweep: 89.37040314951018%"
"Executing model 6 with 9500 nodes... Partial sweep: 5.8503982665486625%"
"Executing model 7 with 9500 nodes... Partial sweep: 3.378398998992889%"
"Executing model 8 with 9500 nodes... Full sweep: 100.0%"
"Executing model 9 with 9500 nodes... Full sweep: 100.0%"
 9500 15 17617.0 53.76445814386426
"Executing model 0 with 9600 nodes... Partial sweep: 8.26136051515244%"
"Executing model 1 with 9600 nodes... Partial sweep: 3.8209173863948487%"
"Executing model 2 with 9600 nodes... Full sweep: 100.0%"
"Executing model 3 with 9600 nodes... Partial sweep: 14.398632770775475%"
"Executing model 4 with 9600 nodes... Partial sweep: 5.163731803338726%"
"Executing model 5 with 9600 nodes... Partial sweep: 21.875667592394787%"
"Executing model 6 with 9600 nodes... Partial sweep: 9.579760124515518%"
"Executing model 7 with 9600 nodes... Full sweep: 100.0%"
"Executing model 8 with 9600 nodes... Full sweep: 100.0%"
"Executing model 9 with 9600 nodes... Partial sweep: 58.897671437726984%"
 9600 15 13827.0 42.19794305246132
"Executing model 0 with 9700 nodes... Partial sweep: 18.628498184148686%"
"Executing model 1 with 9700 nodes... Partial sweep: 81.21280556657612%"
"Executing model 2 with 9700 nodes... Full sweep: 100.0%"
"Executing model 3 with 9700 nodes... Full sweep: 100.0%"
"Executing model 4 with 9700 nodes... Partial sweep: 10.8767967772454%"
"Executing model 5 with 9700 nodes... Partial sweep: 12.451551866206854%"
"Executing model 6 with 9700 nodes... Partial sweep: 49.80315561387982%"
"Executing model 7 with 9700 nodes... Partial sweep: 82.21991637928403%"
"Executing model 8 with 9700 nodes... Partial sweep: 4.66628009887997%"
"Executing model 9 with 9700 nodes... Partial sweep: 68.4560686056093%"
 9700 15 17311.0 52.83059175389874
"Executing model 0 with 9800 nodes... Partial sweep: 99.14242988372447%"
"Executing model 1 with 9800 nodes... Full sweep: 100.0%"
"Executing model 2 with 9800 nodes... Partial sweep: 16.153447065645313%"
"Executing model 3 with 9800 nodes... Partial sweep: 5.090487380596332%"
"Executing model 4 with 9800 nodes... Partial sweep: 4.99893185216834%"
"Executing model 5 with 9800 nodes... Partial sweep: 3.115939817499313%"
"Executing model 6 with 9800 nodes... Partial sweep: 5.301065095980713%"
"Executing model 7 with 9800 nodes... Partial sweep: 12.05786309396649%"
"Executing model 8 with 9800 nodes... Partial sweep: 88.72035889767143%"
"Executing model 9 with 9800 nodes... Partial sweep: 3.1189916684469132%"
 9800 15 11065.0 33.76873073519089
"Executing model 0 with 9900 nodes... Partial sweep: 14.45051423688467%"
"Executing model 1 with 9900 nodes... Full sweep: 100.0%"
"Executing model 2 with 9900 nodes... Partial sweep: 88.91567735831782%"
"Executing model 3 with 9900 nodes... Partial sweep: 3.610339671010468%"
"Executing model 4 with 9900 nodes... Partial sweep: 16.687520981475267%"
"Executing model 5 with 9900 nodes... Full sweep: 100.0%"
"Executing model 6 with 9900 nodes... Partial sweep: 3.241065706350902%"
"Executing model 7 with 9900 nodes... Partial sweep: 51.719718008972436%"
"Executing model 8 with 9900 nodes... Partial sweep: 4.177983947264016%"
"Executing model 9 with 9900 nodes... Partial sweep: 19.290749839777828%"
 9900 15 13175.0 40.2081362346263
"Executing model 0 with 10000 nodes... Partial sweep: 52.24768822290719%"
"Executing model 1 with 10000 nodes... Full sweep: 100.0%"
"Executing model 2 with 10000 nodes... Partial sweep: 60.96682638019959%"
"Executing model 3 with 10000 nodes... Partial sweep: 14.917447431867428%"
"Executing model 4 with 10000 nodes... Partial sweep: 24.42701498458815%"
"Executing model 5 with 10000 nodes... Partial sweep: 47.013763847773674%"
"Executing model 6 with 10000 nodes... Partial sweep: 49.40336313974426%"
"Executing model 7 with 10000 nodes... Partial sweep: 4.5930356761375775%"
"Executing model 8 with 10000 nodes... Partial sweep: 27.054658650471513%"
"Executing model 9 with 10000 nodes... Partial sweep: 12.958159123508409%"
 10000 15 12896.0 39.35666982024598
